OrderDate,ProductCategoryName,ProductName,ProductPrice,OrderQty,CustomerEmail,CustomerCity,TotalSales
12/03/2020,Robot Kits,BYOR-3535,225,2,dmarrillb5@sina.com.cn#mailto:dmarrillb5@sina.com.cn#,Irving,450
02/01/2020,Robot Kits,BYOR-2640S,189,2,aguiongo@behance.net#mailto:aguiongo@behance.net#,Houston,378
02/01/2020,Robot Kits,BYOR-2640S,189,2,gmirrlees4v@state.tx.us#mailto:gmirrlees4v@state.tx.us#,Washington,378
24/02/2020,Robot Kits,BYOR-2640S,189,2,awalshj1@dell.com#mailto:awalshj1@dell.com#,Mesa,378
15/03/2020,Robot Kits,BYOR-2640S,189,2,jdobbinson6o@globo.com#mailto:jdobbinson6o@globo.com#,Odessa,378
09/02/2020,eBooks,GPS Drones,1999,2,ascawtonqi@meetup.com#mailto:ascawtonqi@meetup.com#,Abilene,3998
19/02/2020,eBooks,RTF Drones,1699,2,eweedeneb@google.ca#mailto:eweedeneb@google.ca#,Erie,3398
24/01/2020,Drones,DTI-84 Drone,455,2,faron9f@51.la#mailto:faron9f@51.la#,San Diego,910
13/02/2020,Drones,DX-145 Drone,250,2,roxtibyp1@slashdot.org#mailto:roxtibyp1@slashdot.org#,Des Moines,500
02/03/2020,eBooks,Delta Robots,1699,2,pleberkj@sitemeter.com#mailto:pleberkj@sitemeter.com#,Billings,3398
10/03/2020,eBooks,Delta Robots,1699,2,aloniep3@pinterest.com#mailto:aloniep3@pinterest.com#,Bellevue,3398
01/01/2020,eBooks,Polar Robots,2399,2,fvaslerqt@comsenz.com#mailto:fvaslerqt@comsenz.com#,Jackson,4798
16/02/2020,eBooks,Polar Robots,2399,2,arudingerbh@nps.gov#mailto:arudingerbh@nps.gov#,Odessa,4798
31/03/2020,eBooks,Polar Robots,2399,2,jgethins4j@imageshack.us#mailto:jgethins4j@imageshack.us#,Boston,4798
09/04/2020,Robots,RWW-75 Robot,883,2,nsexceyar@state.tx.us#mailto:nsexceyar@state.tx.us#,Saginaw,1766
21/01/2020,eBooks,SCARA Robots,195,2,bkleanthousre@ox.ac.uk#mailto:bkleanthousre@ox.ac.uk#,Evansville,39
02/02/2020,Robots,RCB-889 Robot,549,2,cgillionm7@cdc.gov#mailto:cgillionm7@cdc.gov#,Houston,1098
13/03/2020,Robots,RCB-889 Robot,549,2,acrippsgt@si.edu#mailto:acrippsgt@si.edu#,Dallas,1098
01/04/2020,Robots,RCB-889 Robot,549,2,bwansburyfy@cbsnews.com#mailto:bwansburyfy@cbsnews.com#,Manchester,1098
11/04/2020,Robots,RCB-889 Robot,549,2,jramsbothamly@pagesperso-orange.fr#mailto:jramsbothamly@pagesperso-orange.fr#,Topeka,1098
25/03/2020,Drones,DA-SA702 Drone,399,2,pshellshearmk@photobucket.com#mailto:pshellshearmk@photobucket.com#,Lafayette,798
31/01/2020,Drones,DTD-7000 Drone,450,2,eyakoboviczn6@fc2.com#mailto:eyakoboviczn6@fc2.com#,Madison,900
03/01/2020,Robots,MICR-23K Robot,899,2,cciobutaru6v@netlog.com#mailto:cciobutaru6v@netlog.com#,Charlotte,1798
04/04/2020,Robots,MICR-23K Robot,899,2,sgeater52@mashable.com#mailto:sgeater52@mashable.com#,Kansas City,1798
10/01/2020,Robots,RQTE-554 Robot,684,2,pgrigoroni8x@nbcnews.com#mailto:pgrigoroni8x@nbcnews.com#,Bronx,1368
11/02/2020,Robots,RQTE-554 Robot,684,2,mbuckmaster6b@mediafire.com#mailto:mbuckmaster6b@mediafire.com#,Detroit,1368
23/01/2020,Training Videos,Cloud Computing,2999,2,clillea8@nasa.gov#mailto:clillea8@nasa.gov#,Birmingham,5998
02/01/2020,Drones,DTE-QFN20 Drone,250,2,jcolthurstgu@cbsnews.com#mailto:jcolthurstgu@cbsnews.com#,Sacramento,500
10/01/2020,Drones,DTE-QFN20 Drone,250,2,llucken6y@arstechnica.com#mailto:llucken6y@arstechnica.com#,Dallas,500
25/02/2020,Drones,DTE-QFN20 Drone,250,2,sixer2o@wikipedia.org#mailto:sixer2o@wikipedia.org#,Mobile,500
06/04/2020,Drones,DTE-QFN20 Drone,250,2,hhaw9q@answers.com#mailto:hhaw9q@answers.com#,Boise,500
14/01/2020,eBooks,Delivery Drones,1499,2,nbukacrm@nymag.com#mailto:nbukacrm@nymag.com#,Salt Lake City,2998
07/02/2020,eBooks,Delivery Drones,1499,2,cscarr9m@yahoo.com#mailto:cscarr9m@yahoo.com#,Montgomery,2998
05/01/2020,Training Videos,AI for Educators,4995,2,xhulle6v@shinystat.com#mailto:xhulle6v@shinystat.com#,Charlotte,999
10/02/2020,Training Videos,AI for Educators,4995,2,ttoulchi5@ehow.com#mailto:ttoulchi5@ehow.com#,Phoenix,999
05/04/2020,Training Videos,AI for Educators,4995,2,rbevirnj@blogspot.com#mailto:rbevirnj@blogspot.com#,Houston,999
21/01/2020,eBooks,Cartesian Robots,1299,2,jdobbinson6o@globo.com#mailto:jdobbinson6o@globo.com#,Odessa,2598
17/03/2020,eBooks,Cartesian Robots,1299,2,ebartelsellisll@va.gov#mailto:ebartelsellisll@va.gov#,Rockford,2598
24/02/2020,eBooks,Spherical Robots,1675,2,slocockig@wp.com#mailto:slocockig@wp.com#,New Haven,335
26/02/2020,eBooks,Fixed Wing Drones,155,2,epetegreem0@hhs.gov#mailto:epetegreem0@hhs.gov#,Spokane,31
03/04/2020,eBooks,Helicopter Drones,2095,2,cvasyutin5i@wix.com#mailto:cvasyutin5i@wix.com#,Evansville,419
24/02/2020,Training Videos,Robotic Essentials,3499,2,bdej@posterous.com#mailto:bdej@posterous.com#,Corpus Christi,6998
30/03/2020,Training Videos,Mapping with Drones,49,2,hdocwradl@discuz.net#mailto:hdocwradl@discuz.net#,Denver,98
24/02/2020,Blueprints,Sleepy Eye Blueprint,1199,2,dmcgrortyin@google.co.jp#mailto:dmcgrortyin@google.co.jp#,Elizabeth,2398
02/03/2020,Blueprints,Sleepy Eye Blueprint,1199,2,mheaps55@usatoday.com#mailto:mheaps55@usatoday.com#,Saint Paul,2398
27/03/2020,Blueprints,Sleepy Eye Blueprint,1199,2,plafranconi4r@google.it#mailto:plafranconi4r@google.it#,Petaluma,2398
02/02/2020,Blueprints,Panda Robot Blueprint,799,2,eworleyef@imdb.com#mailto:eworleyef@imdb.com#,Columbus,1598
04/03/2020,Blueprints,Panda Robot Blueprint,799,2,shasnip86@qq.com#mailto:shasnip86@qq.com#,Tucson,1598
12/03/2020,Blueprints,Panda Robot Blueprint,799,2,bandrickao@smugmug.com#mailto:bandrickao@smugmug.com#,Sterling,1598
02/01/2020,Training Videos,Drone Video Techniques,3799,2,lgatenbyel@quantcast.com#mailto:lgatenbyel@quantcast.com#,Des Moines,7598
07/01/2020,Training Videos,Drone Video Techniques,3799,2,mellseo8@engadget.com#mailto:mellseo8@engadget.com#,Reno,7598
18/01/2020,Training Videos,Drone Video Techniques,3799,2,mfernleyah@fastcompany.com#mailto:mfernleyah@fastcompany.com#,Birmingham,7598
02/03/2020,Training Videos,Drone Video Techniques,3799,2,acristoferid8@bigcartel.com#mailto:acristoferid8@bigcartel.com#,Simi Valley,7598
03/03/2020,Training Videos,Industrial 3D Printing,49,2,ncockettj0@ibm.com#mailto:ncockettj0@ibm.com#,Richmond,98
18/01/2020,Blueprints,QuadroCopter Blueprint,1099,2,psherrottp2@e-recht24.de#mailto:psherrottp2@e-recht24.de#,Newark,2198
05/02/2020,Training Videos,Virtual Reality Basics,2999,2,ozoellner21@mediafire.com#mailto:ozoellner21@mediafire.com#,Peoria,5998
02/01/2020,Blueprints,Ladybug Robot Blueprint,12,2,akingaby78@deviantart.com#mailto:akingaby78@deviantart.com#,West Palm Beach,24
26/03/2020,Blueprints,All Eyes Drone Blueprint,999,2,mphysickms@vistaprint.com#mailto:mphysickms@vistaprint.com#,Boise,1998
07/04/2020,Training Videos,Understanding Automation,4495,2,mbraunstonn3@histats.com#mailto:mbraunstonn3@histats.com#,Brooklyn,899
21/01/2020,eBooks,Building Your First Robot,2495,2,aolekhovn7@webmd.com#mailto:aolekhovn7@webmd.com#,Salt Lake City,499
12/04/2020,eBooks,Building Your First Robot,2495,2,mroderickm4@gizmodo.com#mailto:mroderickm4@gizmodo.com#,Saint Louis,499
15/02/2020,Blueprints,Hexacopter Drone Blueprint,899,2,ldreschler65@reverbnation.com#mailto:ldreschler65@reverbnation.com#,Little Rock,1798
10/01/2020,Training Videos,Understanding Raspberry PI,2899,2,nkelleyql@php.net#mailto:nkelleyql@php.net#,Denver,5798
08/02/2020,Training Videos,Understanding Drone Regulations,275,2,dcandey3b@cocolog-nifty.com#mailto:dcandey3b@cocolog-nifty.com#,Denver,55
31/03/2020,Drone Kits,BYOD-100,54,3,gmalbon26@auda.org.au#mailto:gmalbon26@auda.org.au#,Louisville,162
05/02/2020,Drone Kits,BYOD-200,5895,3,wconybearoy@webnode.com#mailto:wconybearoy@webnode.com#,Austin,17685
24/03/2020,Drone Kits,BYOD-200,5895,3,dgeockleoi@wiley.com#mailto:dgeockleoi@wiley.com#,Ocala,17685
06/01/2020,Drone Kits,BYOD-220,69,3,ocuthbertp9@indiatimes.com#mailto:ocuthbertp9@indiatimes.com#,Mobile,207
01/03/2020,Drone Kits,BYOD-300,89,3,mbermingham2d@php.net#mailto:mbermingham2d@php.net#,Chico,267
06/03/2020,Drone Kits,BYOD-300,89,3,vilyinskioe@amazonaws.com#mailto:vilyinskioe@amazonaws.com#,Oklahoma City,267
03/01/2020,Drone Kits,BYOD-350,8995,3,bbockhc0@jimdo.com#mailto:bbockhc0@jimdo.com#,Torrance,26985
19/01/2020,Drone Kits,BYOD-350,8995,3,esilmanri@indiegogo.com#mailto:esilmanri@indiegogo.com#,San Antonio,26985
04/04/2020,Drone Kits,BYOD-350,8995,3,bsoalqt@chicagotribune.com#mailto:bsoalqt@chicagotribune.com#,Durham,26985
09/04/2020,Drone Kits,BYOD-350,8995,3,smahomet19@thetimes.co.uk#mailto:smahomet19@thetimes.co.uk#,Louisville,26985
26/02/2020,Drone Kits,BYOD-400,119,3,smarojq@odnoklassniki.ru#mailto:smarojq@odnoklassniki.ru#,Philadelphia,357
06/02/2020,Drone Kits,BYOD-500,167,3,ljolleyiw@google.de#mailto:ljolleyiw@google.de#,Miami,501
01/04/2020,Drone Kits,BYOD-500,167,3,ysabathe34@wired.com#mailto:ysabathe34@wired.com#,Huntington,501
10/04/2020,Drone Kits,BYOD-500,167,3,sblunsdenkd@geocities.jp#mailto:sblunsdenkd@geocities.jp#,Fort Wayne,501
18/01/2020,Drone Kits,BYOD-550,179,3,pmcterlaghct@joomla.org#mailto:pmcterlaghct@joomla.org#,Fresno,537
01/02/2020,Drone Kits,BYOD-550,179,3,mhaskins5@ibm.com#mailto:mhaskins5@ibm.com#,Reno,537
06/02/2020,Drone Kits,BYOD-550,179,3,akitchenhamga@tripadvisor.com#mailto:akitchenhamga@tripadvisor.com#,Detroit,537
09/02/2020,Robot Kits,BYOR-1000,189,3,vblackwoodmf@tinyurl.com#mailto:vblackwoodmf@tinyurl.com#,Atlanta,567
10/02/2020,Robot Kits,BYOR-1000,189,3,jhallidayrl@dell.com#mailto:jhallidayrl@dell.com#,Portland,567
03/04/2020,Robot Kits,BYOR-1000,189,3,tniezen6u@symantec.com#mailto:tniezen6u@symantec.com#,Las Vegas,567
16/03/2020,Robot Kits,BYOR-1500,189,3,dscracehm@google.ru#mailto:dscracehm@google.ru#,Houston,567
17/01/2020,Robot Kits,BYOR-3000,214,3,aghironq4@123-reg.co.uk#mailto:aghironq4@123-reg.co.uk#,Charleston,642
03/03/2020,Robot Kits,BYOR-3000,214,3,owalshjg@si.edu#mailto:owalshjg@si.edu#,Chicago,642
11/03/2020,Robot Kits,BYOR-3000,214,3,jdeaconsonqb@usgs.gov#mailto:jdeaconsonqb@usgs.gov#,Winston Salem,642
12/01/2020,Robot Kits,BYOR-3535,225,3,dedgeler3u@booking.com#mailto:dedgeler3u@booking.com#,Columbus,675
27/03/2020,Robot Kits,BYOR-3535,225,3,ggarces8d@cisco.com#mailto:ggarces8d@cisco.com#,Saint Louis,675
25/02/2020,Robot Kits,BYOR-4005,245,3,kgarroldqn@blogtalkradio.com#mailto:kgarroldqn@blogtalkradio.com#,Evansville,735
28/01/2020,eBooks,GPS Drones,1999,3,sgehringer4s@auda.org.au#mailto:sgehringer4s@auda.org.au#,Boston,5997
09/04/2020,eBooks,GPS Drones,1999,3,gshandq@un.org#mailto:gshandq@un.org#,Saint Petersburg,5997
06/04/2020,eBooks,RTF Drones,1699,3,lmccuisbj@digg.com#mailto:lmccuisbj@digg.com#,Lawrenceville,5097
04/01/2020,Drones,DC-304 Drone,395,3,sabrahamian3i@zimbio.com#mailto:sabrahamian3i@zimbio.com#,Charlotte,1185
11/02/2020,Drones,DC-304 Drone,395,3,swelmanod@google.it#mailto:swelmanod@google.it#,Columbus,1185
03/03/2020,Drones,DC-304 Drone,395,3,jeasterop@tinypic.com#mailto:jeasterop@tinypic.com#,Washington,1185
30/03/2020,Drones,DC-304 Drone,395,3,mwhiteleypw@istockphoto.com#mailto:mwhiteleypw@istockphoto.com#,Trenton,1185
03/04/2020,Drones,DC-304 Drone,395,3,abluschkegz@narod.ru#mailto:abluschkegz@narod.ru#,San Jose,1185
22/01/2020,Drones,DX-145 Drone,250,3,lmciverr0@linkedin.com#mailto:lmciverr0@linkedin.com#,Lehigh Acres,750
03/03/2020,eBooks,Delta Robots,1699,3,jhallidayrl@dell.com#mailto:jhallidayrl@dell.com#,Portland,5097
11/04/2020,eBooks,Delta Robots,1699,3,jconibereae@disqus.com#mailto:jconibereae@disqus.com#,Wichita,5097
15/01/2020,eBooks,Polar Robots,2399,3,rdermotm7@spotify.com#mailto:rdermotm7@spotify.com#,Washington,7197
03/02/2020,eBooks,Polar Robots,2399,3,bfroomq@acquirethisname.com#mailto:bfroomq@acquirethisname.com#,Salt Lake City,7197
01/01/2020,Robots,RWW-75 Robot,883,3,tmckernot@tinyurl.com#mailto:tmckernot@tinyurl.com#,Katy,2649
06/01/2020,Robots,RWW-75 Robot,883,3,ohalbardv@booking.com#mailto:ohalbardv@booking.com#,Birmingham,2649
18/03/2020,eBooks,SCARA Robots,195,3,tocriane96@flavors.me#mailto:tocriane96@flavors.me#,Little Rock,585
30/01/2020,Robots,RCB-889 Robot,549,3,rranyelld5n@msn.com#mailto:rranyelld5n@msn.com#,Oxnard,1647
14/02/2020,Robots,RCB-889 Robot,549,3,pstonehewerha@state.tx.us#mailto:pstonehewerha@state.tx.us#,Houston,1647
25/02/2020,Robots,RCB-889 Robot,549,3,hcoultercx@sciencedaily.com#mailto:hcoultercx@sciencedaily.com#,Inglewood,1647
01/03/2020,Robots,RCB-889 Robot,549,3,dhoultek@exblog.jp#mailto:dhoultek@exblog.jp#,Los Angeles,1647
03/03/2020,Robots,RCB-889 Robot,549,3,rshielcz@photobucket.com#mailto:rshielcz@photobucket.com#,Brooklyn,1647
21/01/2020,Drones,DA-SA702 Drone,399,3,jhambelton76@moonfruit.com#mailto:jhambelton76@moonfruit.com#,Riverside,1197
24/01/2020,Drones,DA-SA702 Drone,399,3,dvassarph@ovh.net#mailto:dvassarph@ovh.net#,Carson City,1197
16/02/2020,Drones,DA-SA702 Drone,399,3,bshavelo8@ihg.com#mailto:bshavelo8@ihg.com#,Atlanta,1197
09/03/2020,Robots,MICR-23K Robot,899,3,ajentzschl1@de.vu#mailto:ajentzschl1@de.vu#,Fullerton,2697
18/03/2020,Robots,MICR-23K Robot,899,3,claurenzibt@noaa.gov#mailto:claurenzibt@noaa.gov#,Pompano Beach,2697
13/04/2020,Robots,MICR-23K Robot,899,3,imackeoghhh@foxnews.com#mailto:imackeoghhh@foxnews.com#,Washington,2697
16/02/2020,Robots,RLK-9920 Robot,699,3,dotteyf0@scribd.com#mailto:dotteyf0@scribd.com#,Aiken,2097
12/03/2020,Robots,RLK-9920 Robot,699,3,selliottqs@google.cn#mailto:selliottqs@google.cn#,Wichita,2097
05/04/2020,Robots,RLK-9920 Robot,699,3,aglendzafn@istockphoto.com#mailto:aglendzafn@istockphoto.com#,San Diego,2097
27/01/2020,Robots,RQTE-554 Robot,684,3,bflintls@bloglovin.com#mailto:bflintls@bloglovin.com#,Santa Barbara,2052
16/03/2020,Robots,RQTE-554 Robot,684,3,lpettusgl@domainmarket.com#mailto:lpettusgl@domainmarket.com#,Saint Louis,2052
17/03/2020,Robots,RQTE-554 Robot,684,3,bwansburyfy@cbsnews.com#mailto:bwansburyfy@cbsnews.com#,Manchester,2052
28/02/2020,Robots,RXW-9807 Robot,599,3,aduberryoq@hugedomains.com#mailto:aduberryoq@hugedomains.com#,Trenton,1797
29/03/2020,Robots,RXW-9807 Robot,599,3,mgemmillns@typepad.com#mailto:mgemmillns@typepad.com#,New Orleans,1797
31/01/2020,Training Videos,Aerial Security,3699,3,dvassarph@ovh.net#mailto:dvassarph@ovh.net#,Carson City,11097
21/02/2020,Training Videos,Aerial Security,3699,3,ravardff@yelp.com#mailto:ravardff@yelp.com#,Oakland,11097
31/01/2020,Training Videos,Cloud Computing,2999,3,lcotaeq@prweb.com#mailto:lcotaeq@prweb.com#,Oakland,8997
02/04/2020,Training Videos,Cloud Computing,2999,3,fsteersiy@hatena.ne.jp#mailto:fsteersiy@hatena.ne.jp#,Cincinnati,8997
08/02/2020,Drones,DTE-QFN20 Drone,250,3,dhuddartht@networksolutions.com#mailto:dhuddartht@networksolutions.com#,Miami,750
06/02/2020,eBooks,Delivery Drones,1499,3,nachesonjd@sbwire.com#mailto:nachesonjd@sbwire.com#,Minneapolis,4497
20/03/2020,eBooks,Delivery Drones,1499,3,lhydermu@microsoft.com#mailto:lhydermu@microsoft.com#,Oakland,4497
04/04/2020,eBooks,Delivery Drones,1499,3,emcmurdore@ifeng.com#mailto:emcmurdore@ifeng.com#,Topeka,4497
07/01/2020,Training Videos,AI for Educators,4995,3,tleishmanmi@msu.edu#mailto:tleishmanmi@msu.edu#,Pensacola,14985
10/04/2020,Training Videos,AI for Educators,4995,3,jjackwaysgw@wiley.com#mailto:jjackwaysgw@wiley.com#,Jamaica,14985
02/01/2020,eBooks,Fixed Wing Drones,155,3,ohalbardv@booking.com#mailto:ohalbardv@booking.com#,Birmingham,465
17/03/2020,eBooks,Fixed Wing Drones,155,3,bscophamor@homestead.com#mailto:bscophamor@homestead.com#,Durham,465
16/02/2020,eBooks,Helicopter Drones,2095,3,lhacardic@drupal.org#mailto:lhacardic@drupal.org#,Knoxville,6285
25/02/2020,eBooks,Helicopter Drones,2095,3,jponsford2o@booking.com#mailto:jponsford2o@booking.com#,El Paso,6285
01/03/2020,eBooks,Helicopter Drones,2095,3,wkilcullenij@canalblog.com#mailto:wkilcullenij@canalblog.com#,Lancaster,6285
09/02/2020,eBooks,Photograph Drones,1499,3,ecowthart1h@scientificamerican.com#mailto:ecowthart1h@scientificamerican.com#,Saint Paul,4497
10/02/2020,eBooks,Photograph Drones,1499,3,ewinman95@twitter.com#mailto:ewinman95@twitter.com#,Las Vegas,4497
03/02/2020,eBooks,Articulated Robots,2399,3,lilyin9s@discovery.com#mailto:lilyin9s@discovery.com#,Colorado Springs,7197
12/03/2020,eBooks,Articulated Robots,2399,3,tpickworth4k@rambler.ru#mailto:tpickworth4k@rambler.ru#,Charlotte,7197
23/01/2020,eBooks,Multi Rotor Drones,2495,3,jratterb4@google.co.jp#mailto:jratterb4@google.co.jp#,Jersey City,7485
05/02/2020,eBooks,Multi Rotor Drones,2495,3,darmytagehc@mediafire.com#mailto:darmytagehc@mediafire.com#,Riverside,7485
11/02/2020,eBooks,Multi Rotor Drones,2495,3,bsortongk@amazon.de#mailto:bsortongk@amazon.de#,Bismarck,7485
